Time, GoodsNb, price, CustoNb, PosX_cust, PosY_cust, PosX_stor, PosY_stor, Dist
92, 0, 0.25, 2, 87, 31, 87, 82, 100.553
92, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
92, 0, 0.25, 4, 69, 55, 87, 82, 102.533
92, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
92, 0, 0.25, 6, 92, 66, 87, 82, 115.827
92, 0, 0.25, 7, 92, 94, 87, 82, 125.348
92, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
92, 0, 0.25, 9, 97, 88, 87, 82, 125.12
93, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
93, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
93, 0, 0.25, 2, 87, 31, 87, 82, 100.553
93, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
93, 0, 0.25, 4, 69, 55, 87, 82, 102.533
93, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
93, 0, 0.25, 6, 92, 66, 87, 82, 115.827
93, 0, 0.25, 7, 92, 94, 87, 82, 125.348
93, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
93, 0, 0.25, 9, 97, 88, 87, 82, 125.12
94, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
94, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
94, 0, 0.25, 2, 87, 31, 87, 82, 100.553
94, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
94, 0, 0.25, 4, 69, 55, 87, 82, 102.533
94, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
94, 0, 0.25, 6, 92, 66, 87, 82, 115.827
94, 0, 0.25, 7, 92, 94, 87, 82, 125.348
94, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
94, 0, 0.25, 9, 97, 88, 87, 82, 125.12
95, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
95, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
95, 0, 0.25, 2, 87, 31, 87, 82, 100.553
95, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
95, 0, 0.25, 4, 69, 55, 87, 82, 102.533
95, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
95, 0, 0.25, 6, 92, 66, 87, 82, 115.827
95, 0, 0.25, 7, 92, 94, 87, 82, 125.348
95, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
95, 0, 0.25, 9, 97, 88, 87, 82, 125.12
96, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
96, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
96, 0, 0.25, 2, 87, 31, 87, 82, 100.553
96, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
96, 0, 0.25, 4, 69, 55, 87, 82, 102.533
96, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
96, 0, 0.25, 6, 92, 66, 87, 82, 115.827
96, 0, 0.25, 7, 92, 94, 87, 82, 125.348
96, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
96, 0, 0.25, 9, 97, 88, 87, 82, 125.12
97, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
97, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
97, 0, 0.25, 2, 87, 31, 87, 82, 100.553
97, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
97, 0, 0.25, 4, 69, 55, 87, 82, 102.533
97, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
97, 0, 0.25, 6, 92, 66, 87, 82, 115.827
97, 0, 0.25, 7, 92, 94, 87, 82, 125.348
97, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
97, 0, 0.25, 9, 97, 88, 87, 82, 125.12
98, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
98, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
98, 0, 0.25, 2, 87, 31, 87, 82, 100.553
98, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
98, 0, 0.25, 4, 69, 55, 87, 82, 102.533
98, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
98, 0, 0.25, 6, 92, 66, 87, 82, 115.827
98, 0, 0.25, 7, 92, 94, 87, 82, 125.348
98, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
98, 0, 0.25, 9, 97, 88, 87, 82, 125.12
99, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
99, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
99, 0, 0.25, 2, 87, 31, 87, 82, 100.553
99, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
99, 0, 0.25, 4, 69, 55, 87, 82, 102.533
99, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
99, 0, 0.25, 6, 92, 66, 87, 82, 115.827
99, 0, 0.25, 7, 92, 94, 87, 82, 125.348
99, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
99, 0, 0.25, 9, 97, 88, 87, 82, 125.12
100, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
100, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
100, 0, 0.25, 2, 87, 31, 87, 82, 100.553
100, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
100, 0, 0.25, 4, 69, 55, 87, 82, 102.533
100, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
100, 0, 0.25, 6, 92, 66, 87, 82, 115.827
100, 0, 0.25, 7, 92, 94, 87, 82, 125.348
100, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
100, 0, 0.25, 9, 97, 88, 87, 82, 125.12
